;time;# nodes;# edges;# connected components;avg. edge capacity;assortativity;avg. path length;CV path length;algebraic connectivity;CV edge angles;crossing number
0;0.0;302.0;331.0;150.0;0.0030211480362537773;0.6371167590420093;0.033034359021099274;0.6025353725439404;4.15000430385028e-06;0.7093279786592972;0.0
1;1.0;283.0;321.0;140.0;0.003115264797507788;0.6761634014964777;0.030539081607615717;0.565170435339243;9.182372026754773e-06;0.7043819272362656;0.0
2;2.0;298.0;340.0;145.0;0.0029411764705882353;0.6687729655679938;0.026888243437824137;0.5437484418768036;1.1059176652055478e-05;0.7006391792329352;0.0
